schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,Memristive LSTM network hardware architecture for time-series predictive modeling problem,"Kazybek Adam, Kamilya Smagulova, Alex Pappachen James",http://arxiv.org/abs/1809.03119v1,,,2018-09-10T03:35:33,2026-09-10T19:42:32.758761
1.0,RESEARCH_PAPER,LensKit for Python: Next-Generation Software for Recommender System Experiments,Michael D. Ekstrand,http://arxiv.org/abs/1809.03125v4,,,2018-09-10T04:15:05,2026-09-10T19:42:32.758813
1.0,RESEARCH_PAPER,Deep Learning Towards Mobile Applications,"Ji Wang, Bokai Cao, Philip S. Yu, Lichao Sun, Weidong Bao, Xiaomin Zhu",http://arxiv.org/abs/1809.03559v1,,,2018-09-10T19:28:57,2026-09-10T19:42:32.758867
1.0,RESEARCH_PAPER,Response Characterization for Auditing Cell Dynamics in Long Short-term Memory Networks,"Ramin M. Hasani, Alexander Amini, Mathias Lechner, Felix Naser, Radu Grosu, Daniela Rus",http://arxiv.org/abs/1809.03864v1,,,2018-09-11T13:27:36,2026-09-10T19:42:32.758933
1.0,RESEARCH_PAPER,Endowing Robots with Longer-term Autonomy by Recovering from External Disturbances in Manipulation through Grounded Anomaly Classification and Recovery Policies,"Hongmin Wu, Shuangqi Luo, Longxin Chen, Shuangda Duan, Sakmongkon Chumkamon, Dong Liu, Yisheng Guan, Juan Rojas",http://arxiv.org/abs/1809.03979v1,,,2018-09-11T15:37:25,2026-09-10T19:42:32.758992
1.0,RESEARCH_PAPER,Probabilistic Prediction of Interactive Driving Behavior via Hierarchical Inverse Reinforcement Learning,"Liting Sun, Wei Zhan, Masayoshi Tomizuka",http://arxiv.org/abs/1809.02926v1,,,2018-09-09T05:44:16,2026-09-10T19:42:32.759044
1.0,RESEARCH_PAPER,Attentional Multi-Reading Sarcasm Detection,"Reza Ghaeini, Xiaoli Z. Fern, Prasad Tadepalli",http://arxiv.org/abs/1809.03051v1,,,2018-09-09T22:33:20,2026-09-10T19:42:32.759096
1.0,RESEARCH_PAPER,Sample Complexity of Nonparametric Semi-Supervised Learning,"Chen Dan, Liu Leqi, Bryon Aragam, Pradeep Ravikumar, Eric P. Xing",http://arxiv.org/abs/1809.03073v1,,,2018-09-10T01:12:26,2026-09-10T19:42:32.759149
1.0,RESEARCH_PAPER,Not Just Privacy: Improving Performance of Private Deep Learning in Mobile Cloud,"Ji Wang, Jianguo Zhang, Weidong Bao, Xiaomin Zhu, Bokai Cao, Philip S. Yu",http://arxiv.org/abs/1809.03428v3,,,2018-09-10T16:09:58,2026-09-10T19:42:32.759202
1.0,RESEARCH_PAPER,Explicit Utilization of General Knowledge in Machine Reading Comprehension,"Chao Wang, Hui Jiang",http://arxiv.org/abs/1809.03449v3,,,2018-09-10T16:42:22,2026-09-10T19:42:32.759256
1.0,RESEARCH_PAPER,"Neural Generation of Diverse Questions using Answer Focus, Contextual and Linguistic Features","Vrindavan Harrison, Marilyn Walker",http://arxiv.org/abs/1809.02637v2,,,2018-09-07T18:47:20,2026-09-10T19:42:32.761437
1.0,RESEARCH_PAPER,Active Object Perceiver: Recognition-guided Policy Learning for Object Searching on Mobile Robots,"Xin Ye, Zhe Lin, Haoxiang Li, Shibin Zheng, Yezhou Yang",http://arxiv.org/abs/1807.11174v1,,,2018-07-30T05:09:27,2026-09-10T19:42:32.761578
1.0,RESEARCH_PAPER,Interpreting Recurrent and Attention-Based Neural Models: a Case Study on Natural Language Inference,"Reza Ghaeini, Xiaoli Z. Fern, Prasad Tadepalli",http://arxiv.org/abs/1808.03894v1,,,2018-08-12T05:42:26,2026-09-10T19:42:32.761662
1.0,RESEARCH_PAPER,Question-Guided Hybrid Convolution for Visual Question Answering,"Peng Gao, Pan Lu, Hongsheng Li, Shuang Li, Yikang Li, Steven Hoi, Xiaogang Wang",http://arxiv.org/abs/1808.02632v1,,,2018-08-08T05:39:00,2026-09-10T19:42:32.761730
1.0,RESEARCH_PAPER,Automatic Derivation Of Formulas Using Reforcement Learning,"MinZhong Luo, Li Liu",http://arxiv.org/abs/1808.04946v1,,,2018-08-15T02:08:23,2026-09-10T19:42:32.761789
1.0,RESEARCH_PAPER,Predicate learning in neural systems: Discovering latent generative structures,"Andrea E. Martin, Leonidas A. A. Doumas",http://arxiv.org/abs/1810.01127v1,,,2018-10-02T09:15:00,2026-09-10T19:42:32.761846
1.0,RESEARCH_PAPER,Time Reversal as Self-Supervision,"Suraj Nair, Mohammad Babaeizadeh, Chelsea Finn, Sergey Levine, Vikash Kumar",http://arxiv.org/abs/1810.01128v2,,,2018-10-02T09:15:58,2026-09-10T19:42:32.761900
1.0,RESEARCH_PAPER,"McTorch, a manifold optimization library for deep learning","Mayank Meghwanshi, Pratik Jawanpuria, Anoop Kunchukuttan, Hiroyuki Kasai, Bamdev Mishra",http://arxiv.org/abs/1810.01811v2,,,2018-10-03T16:02:20,2026-09-10T19:42:32.761953
1.0,RESEARCH_PAPER,Human-Centered Autonomous Vehicle Systems: Principles of Effective Shared Autonomy,Lex Fridman,http://arxiv.org/abs/1810.01835v1,,,2018-10-03T16:36:22,2026-09-10T19:42:32.762043
1.0,RESEARCH_PAPER,Near-Optimal Representation Learning for Hierarchical Reinforcement Learning,"Ofir Nachum, Shixiang Gu, Honglak Lee, Sergey Levine",http://arxiv.org/abs/1810.01257v2,,,2018-10-02T14:00:14,2026-09-10T19:42:32.762097
1.0,RESEARCH_PAPER,Directed-Info GAIL: Learning Hierarchical Policies from Unsegmented Demonstrations using Directed Information,"Arjun Sharma, Mohit Sharma, Nicholas Rhinehart, Kris M. Kitani",http://arxiv.org/abs/1810.01266v2,,,2018-09-29T18:40:13,2026-09-10T19:42:32.762149
1.0,RESEARCH_PAPER,Hierarchical Neural Network for Extracting Knowledgeable Snippets and Documents,"Ganbin Zhou, Rongyu Cao, Xiang Ao, Ping Luo, Fen Lin, Leyu Lin, Qing He",http://arxiv.org/abs/1808.07228v1,,,2018-08-22T05:57:13,2026-09-10T19:42:32.762202
1.0,RESEARCH_PAPER,DFTerNet: Towards 2-bit Dynamic Fusion Networks for Accurate Human Activity Recognition,"Zhan Yang, Osolo Ian Raymond, ChengYuan Zhang, Ying Wan, Jun Long",http://arxiv.org/abs/1808.04228v2,,,2018-07-31T02:33:34,2026-09-10T19:42:32.762255
1.0,RESEARCH_PAPER,Deep Multimodal Image-Repurposing Detection,"Ekraam Sabir, Wael AbdAlmageed, Yue Wu, Prem Natarajan",http://arxiv.org/abs/1808.06686v1,,,2018-08-20T20:47:56,2026-09-10T19:42:32.762309
1.0,RESEARCH_PAPER,Catastrophic Importance of Catastrophic Forgetting,Albert Ierusalem,http://arxiv.org/abs/1808.07049v1,,,2018-08-20T21:49:13,2026-09-10T19:42:32.762363
1.0,RESEARCH_PAPER,State-of-the-art Chinese Word Segmentation with Bi-LSTMs,"Ji Ma, Kuzman Ganchev, David Weiss",http://arxiv.org/abs/1808.06511v2,,,2018-08-20T15:19:38,2026-09-10T19:42:32.762416
1.0,RESEARCH_PAPER,Approximating Poker Probabilities with Deep Learning,Brandon Da Silva,http://arxiv.org/abs/1808.07220v2,,,2018-08-22T05:14:41,2026-09-10T19:42:32.762468
1.0,RESEARCH_PAPER,Short-term load forecasting using optimized LSTM networks based on EMD,"Tiantian Li, Bo Wang, Min Zhou, Junzo Watada",http://arxiv.org/abs/1809.10108v1,,,2018-08-16T08:26:25,2026-09-10T19:42:32.762520
1.0,RESEARCH_PAPER,Learning Navigation Behaviors End-to-End with AutoRL,"Hao-Tien Lewis Chiang, Aleksandra Faust, Marek Fiser, Anthony Francis",http://arxiv.org/abs/1809.10124v2,,,2018-09-26T17:09:56,2026-09-10T19:42:32.762571
1.0,RESEARCH_PAPER,Scaling simulation-to-real transfer by learning composable robot skills,"Ryan Julian, Eric Heiden, Zhanpeng He, Hejia Zhang, Stefan Schaal, Joseph J. Lim, Gaurav Sukhatme, Karol Hausman",http://arxiv.org/abs/1809.10253v3,,,2018-09-26T22:21:02,2026-09-10T19:42:32.762624
1.0,RESEARCH_PAPER,Underwater Caging and Capture for Autonomous Underwater Vehicles,"Özer Özkahraman, Petter Ögren",http://arxiv.org/abs/1809.09876v3,,,2018-09-26T09:51:20,2026-09-10T19:42:32.762675
1.0,RESEARCH_PAPER,A Survey of Learning Causality with Data: Problems and Methods,"Ruocheng Guo, Lu Cheng, Jundong Li, P. Richard Hahn, Huan Liu",http://arxiv.org/abs/1809.09337v4,,,2018-09-25T06:33:18,2026-09-10T19:42:32.762728
1.0,RESEARCH_PAPER,Co-Creative Level Design via Machine Learning,"Matthew Guzdial, Nicholas Liao, Mark Riedl",http://arxiv.org/abs/1809.09420v1,,,2018-09-25T11:56:52,2026-09-10T19:42:32.762782
1.0,RESEARCH_PAPER,Let CONAN tell you a story: Procedural quest generation,"Vincent Breault, Sebastien Ouellet, Jim Davies",http://arxiv.org/abs/1808.06217v1,,,2018-08-19T14:39:46,2026-09-10T19:42:32.762835
1.0,RESEARCH_PAPER,XL-NBT: A Cross-lingual Neural Belief Tracking Framework,"Wenhu Chen, Jianshu Chen, Yu Su, Xin Wang, Dong Yu, Xifeng Yan, William Yang Wang",http://arxiv.org/abs/1808.06244v2,,,2018-08-19T19:08:10,2026-09-10T19:42:32.762887
1.0,RESEARCH_PAPER,"DeFactoNLP: Fact Verification using Entity Recognition, TFIDF Vector Comparison and Decomposable Attention","Aniketh Janardhan Reddy, Gil Rocha, Diego Esteves",http://arxiv.org/abs/1809.00509v1,,,2018-09-03T09:07:17,2026-09-10T19:42:32.762937
1.0,RESEARCH_PAPER,Automatic Event Salience Identification,"Zhengzhong Liu, Chenyan Xiong, Teruko Mitamura, Eduard Hovy",http://arxiv.org/abs/1809.00647v1,,,2018-09-03T16:35:07,2026-09-10T19:42:32.762987
1.0,RESEARCH_PAPER,Chinese Poetry Generation with a Working Memory Model,"Xiaoyuan Yi, Maosong Sun, Ruoyu Li, Zonghan Yang",http://arxiv.org/abs/1809.04306v1,,,2018-09-12T08:31:20,2026-09-10T19:42:32.763039
1.0,RESEARCH_PAPER,Compact Optimization Algorithms with Re-sampled Inheritance,"Giovanni Iacca, Fabio Caraffini",http://arxiv.org/abs/1809.04343v3,,,2018-09-12T10:11:20,2026-09-10T19:42:32.763089
1.0,RESEARCH_PAPER,Training Deep Neural Networks with Different Datasets In-the-wild: The Emotion Recognition Paradigm,"Dimitrios Kollias, Stefanos Zafeiriou",http://arxiv.org/abs/1809.04359v1,,,2018-09-12T11:16:31,2026-09-10T19:42:32.763139
1.0,RESEARCH_PAPER,Combined Reinforcement Learning via Abstract Representations,"Vincent François-Lavet, Yoshua Bengio, Doina Precup, Joelle Pineau",http://arxiv.org/abs/1809.04506v2,,,2018-09-12T15:12:49,2026-09-10T19:42:32.763189
1.0,RESEARCH_PAPER,Coordinated Heterogeneous Distributed Perception based on Latent Space Representation,"Timo Korthals, Jürgen Leitner, Ulrich Rückert",http://arxiv.org/abs/1809.04558v1,,,2018-09-12T16:50:39,2026-09-10T19:42:32.763239
1.0,RESEARCH_PAPER,Zero-Shot Cross-lingual Classification Using Multilingual Neural Machine Translation,"Akiko Eriguchi, Melvin Johnson, Orhan Firat, Hideto Kazawa, Wolfgang Macherey",http://arxiv.org/abs/1809.04686v1,,,2018-09-12T21:34:03,2026-09-10T19:42:32.763290
1.0,RESEARCH_PAPER,Sampled Policy Gradient for Learning to Play the Game Agar.io,"Anton Orell Wiehe, Nil Stolt Ansó, Madalina M. Drugan, Marco A. Wiering",http://arxiv.org/abs/1809.05763v1,,,2018-09-15T20:01:06,2026-09-10T19:42:32.763341
1.0,RESEARCH_PAPER,Semantic Interoperability Middleware Architecture for Heterogeneous Environmental Data Sources,"A. K. Akanbi, M. Masinde",http://arxiv.org/abs/1809.05890v1,,,2018-09-16T14:48:45,2026-09-10T19:42:32.763391
1.0,RESEARCH_PAPER,On Plans With Loops and Noise,Vaishak Belle,http://arxiv.org/abs/1809.05309v1,,,2018-09-14T08:58:49,2026-09-10T19:42:32.763441
1.0,RESEARCH_PAPER,Reasoning about Discrete and Continuous Noisy Sensors and Effectors in Dynamical Systems,"Vaishak Belle, Hector J. Levesque",http://arxiv.org/abs/1809.05314v1,,,2018-09-14T09:09:04,2026-09-10T19:42:32.763492
1.0,RESEARCH_PAPER,Focus Group on Artificial Intelligence for Health,"Marcel Salathé, Thomas Wiegand, Markus Wenzel",http://arxiv.org/abs/1809.04797v1,,,2018-09-13T06:46:34,2026-09-10T19:42:32.763544
1.0,RESEARCH_PAPER,Learning to Fingerprint the Latent Structure in Question Articulation,"Kumar Mrityunjay, Guntur Ravindra",http://arxiv.org/abs/1809.05275v1,,,2018-09-14T06:51:01,2026-09-10T19:42:32.763596
1.0,RESEARCH_PAPER,Deep Compressive Autoencoder for Action Potential Compression in Large-Scale Neural Recording,"Tong Wu, Wenfeng Zhao, Edward Keefer, Zhi Yang",http://arxiv.org/abs/1809.05522v2,,,2018-09-14T17:48:23,2026-09-10T19:42:32.763647
1.0,RESEARCH_PAPER,Techniques for Interpretable Machine Learning,"Mengnan Du, Ninghao Liu, Xia Hu",http://arxiv.org/abs/1808.00033v3,,,2018-07-31T19:14:39,2026-09-10T19:42:32.763698
1.0,RESEARCH_PAPER,Defense Against Adversarial Attacks with Saak Transform,"Sibo Song, Yueru Chen, Ngai-Man Cheung, C. -C. Jay Kuo",http://arxiv.org/abs/1808.01785v1,,,2018-08-06T09:01:41,2026-09-10T19:42:32.763749
1.0,RESEARCH_PAPER,An Efficient Deep Reinforcement Learning Model for Urban Traffic Control,"Yilun Lin, Xingyuan Dai, Li Li, Fei-Yue Wang",http://arxiv.org/abs/1808.01876v2,,,2018-08-06T13:16:52,2026-09-10T19:42:32.763801
1.0,RESEARCH_PAPER,LISA: Explaining Recurrent Neural Network Judgments via Layer-wIse Semantic Accumulation and Example to Pattern Transformation,"Pankaj Gupta, Hinrich Schütze",http://arxiv.org/abs/1808.01591v1,,,2018-08-05T09:50:47,2026-09-10T19:42:32.763852
1.0,RESEARCH_PAPER,Double Supervised Network with Attention Mechanism for Scene Text Recognition,"Yuting Gao, Zheng Huang, Yuchen Dai, Cheng Xu, Kai Chen, Jie Tuo",http://arxiv.org/abs/1808.00677v3,,,2018-08-02T06:01:52,2026-09-10T19:42:32.763905
1.0,RESEARCH_PAPER,Adversarial Imitation via Variational Inverse Reinforcement Learning,"Ahmed H. Qureshi, Byron Boots, Michael C. Yip",http://arxiv.org/abs/1809.06404v3,,,2018-09-17T18:47:47,2026-09-10T19:42:32.763955
1.0,RESEARCH_PAPER,Extending Modular Semantics for Bipolar Weighted Argumentation (Technical Report),Nico Potyka,http://arxiv.org/abs/1809.07133v2,,,2018-09-19T11:54:46,2026-09-10T19:42:32.764629
1.0,RESEARCH_PAPER,TStarBots: Defeating the Cheating Level Builtin AI in StarCraft II in the Full Game,"Peng Sun, Xinghai Sun, Lei Han, Jiechao Xiong, Qing Wang, Bo Li, Yang Zheng, Ji Liu, Yongsheng Liu, Han Liu, Tong Zhang",http://arxiv.org/abs/1809.07193v3,,,2018-09-19T13:45:47,2026-09-10T19:42:32.764775
1.0,RESEARCH_PAPER,Lazy Modeling of Variants of Token Swapping Problem and Multi-agent Path Finding through Combination of Satisfiability Modulo Theories and Conflict-based Search,Pavel Surynek,http://arxiv.org/abs/1809.05959v1,,,2018-09-16T21:19:35,2026-09-10T19:42:32.764857
1.0,RESEARCH_PAPER,In-Session Personalization for Talent Search,"Sahin Cem Geyik, Vijay Dialani, Meng Meng, Ryan Smith",http://arxiv.org/abs/1809.06488v1,,,2018-09-18T00:24:23,2026-09-10T19:42:32.764921
1.0,RESEARCH_PAPER,SCC-rFMQ Learning in Cooperative Markov Games with Continuous Actions,"Chengwei Zhang, Xiaohong Li, Jianye Hao, Siqi Chen, Karl Tuyls, Zhiyong Feng, Wanli Xue, Rong Chen",http://arxiv.org/abs/1809.06625v1,,,2018-09-18T10:19:35,2026-09-10T19:42:32.764981
1.0,RESEARCH_PAPER,Lung Cancer Concept Annotation from Spanish Clinical Narratives,"Marjan Najafabadipour, Juan Manuel Tuñas, Alejandro Rodríguez-González, Ernestina Menasalvas",http://arxiv.org/abs/1809.06639v1,,,2018-09-18T10:55:03,2026-09-10T19:42:32.765039
1.0,RESEARCH_PAPER,On the Learning Dynamics of Deep Neural Networks,"Remi Tachet, Mohammad Pezeshki, Samira Shabanian, Aaron Courville, Yoshua Bengio",http://arxiv.org/abs/1809.06848v3,,,2018-09-18T17:58:49,2026-09-10T19:42:32.765095
1.0,RESEARCH_PAPER,Data-Driven Clustering via Parameterized Lloyd's Families,"Maria-Florina Balcan, Travis Dick, Colin White",http://arxiv.org/abs/1809.06987v3,,,2018-09-19T02:36:25,2026-09-10T19:42:32.765148
1.0,RESEARCH_PAPER,Rational Neural Networks for Approximating Jump Discontinuities of Graph Convolution Operator,"Zhiqian Chen, Feng Chen, Rongjie Lai, Xuchao Zhang, Chang-Tien Lu",http://arxiv.org/abs/1808.10073v1,,,2018-08-30T00:33:28,2026-09-10T19:42:32.765202
1.0,RESEARCH_PAPER,Multi-Hop Knowledge Graph Reasoning with Reward Shaping,"Xi Victoria Lin, Richard Socher, Caiming Xiong",http://arxiv.org/abs/1808.10568v2,,,2018-08-31T01:55:09,2026-09-10T19:42:32.765254
1.0,RESEARCH_PAPER,What Makes Reading Comprehension Questions Easier?,"Saku Sugawara, Kentaro Inui, Satoshi Sekine, Akiko Aizawa",http://arxiv.org/abs/1808.09384v1,,,2018-08-28T16:17:43,2026-09-10T19:42:32.765319
1.0,RESEARCH_PAPER,A Particle Filter based Multi-Objective Optimization Algorithm: PFOPS,"Bin Liu, Yaochu Jin",http://arxiv.org/abs/1808.09446v4,,,2018-08-28T08:30:12,2026-09-10T19:42:32.765373
1.0,RESEARCH_PAPER,Investigating Human + Machine Complementarity for Recidivism Predictions,"Sarah Tan, Julius Adebayo, Kori Inkpen, Ece Kamar",http://arxiv.org/abs/1808.09123v2,,,2018-08-28T05:28:35,2026-09-10T19:42:32.765425
1.0,RESEARCH_PAPER,A novel active learning framework for classification: using weighted rank aggregation to achieve multiple query criteria,"Yu Zhao, Zhenhui Shi, Jingyang Zhang, Dong Chen, Lixu Gu",http://arxiv.org/abs/1809.10565v1,,,2018-09-27T15:12:54,2026-09-10T19:42:32.765475
1.0,RESEARCH_PAPER,Generative replay with feedback connections as a general strategy for continual learning,"Gido M. van de Ven, Andreas S. Tolias",http://arxiv.org/abs/1809.10635v2,,,2018-09-27T16:55:58,2026-09-10T19:42:32.765525
1.0,RESEARCH_PAPER,An Application of ASP Theories of Intentions to Understanding Restaurant Scenarios: Insights and Narrative Corpus,"Qinglin Zhang, Chris Benton, Daniela Inclezan",http://arxiv.org/abs/1810.00445v1,,,2018-09-30T18:39:23,2026-09-10T19:42:32.765575
1.0,RESEARCH_PAPER,Interactive Agent Modeling by Learning to Probe,"Tianmin Shu, Caiming Xiong, Ying Nian Wu, Song-Chun Zhu",http://arxiv.org/abs/1810.00510v1,,,2018-10-01T02:55:07,2026-09-10T19:42:32.765633
1.0,RESEARCH_PAPER,A Simple Machine Learning Method for Commonsense Reasoning? A Short Commentary on Trinh & Le (2018),Walid S. Saba,http://arxiv.org/abs/1810.00521v1,,,2018-10-01T03:58:00,2026-09-10T19:42:32.765685
1.0,RESEARCH_PAPER,Stakeholders in Explainable AI,"Alun Preece, Dan Harborne, Dave Braines, Richard Tomsett, Supriyo Chakraborty",http://arxiv.org/abs/1810.00184v1,,,2018-09-29T10:15:18,2026-09-10T19:42:32.765736
1.0,RESEARCH_PAPER,Relational Forward Models for Multi-Agent Learning,"Andrea Tacchetti, H. Francis Song, Pedro A. M. Mediano, Vinicius Zambaldi, Neil C. Rabinowitz, Thore Graepel, Matthew Botvinick, Peter W. Battaglia",http://arxiv.org/abs/1809.11044v1,,,2018-09-28T14:10:39,2026-09-10T19:42:32.765794
1.0,RESEARCH_PAPER,On the Winograd Schema: Situating Language Understanding in the Data-Information-Knowledge Continuum,Walid S. Saba,http://arxiv.org/abs/1810.00324v3,,,2018-09-30T06:25:31,2026-09-10T19:42:32.765846
1.0,RESEARCH_PAPER,UKP-Athene: Multi-Sentence Textual Entailment for Claim Verification,"Andreas Hanselowski, Hao Zhang, Zile Li, Daniil Sorokin, Benjamin Schiller, Claudia Schulz, Iryna Gurevych",http://arxiv.org/abs/1809.01479v5,,,2018-09-03T14:06:11,2026-09-10T19:42:32.765898
1.0,RESEARCH_PAPER,Chinese Discourse Segmentation Using Bilingual Discourse Commonality,"Jingfeng Yang, Sujian Li",http://arxiv.org/abs/1809.01497v1,,,2018-08-30T00:57:09,2026-09-10T19:42:32.765948
1.0,RESEARCH_PAPER,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,"Minsuk Kahng, Nikhil Thorat, Duen Horng Chau, Fernanda Viégas, Martin Wattenberg",http://arxiv.org/abs/1809.01587v1,,,2018-09-05T15:51:50,2026-09-10T19:42:34.164516
1.0,RESEARCH_PAPER,Vulcan: A Monte Carlo Algorithm for Large Chance Constrained MDPs with Risk Bounding Functions,"Benjamin J Ayton, Brian C Williams",http://arxiv.org/abs/1809.01220v1,,,2018-09-04T19:42:22,2026-09-10T19:42:34.164638
1.0,RESEARCH_PAPER,Exploiting local and global performance of candidate systems for aggregation of summarization techniques,"Parth Mehta, Prasenjit Majumder",http://arxiv.org/abs/1809.02343v1,,,2018-09-07T08:18:01,2026-09-10T19:42:34.164961
1.0,RESEARCH_PAPER,On2Vec: Embedding-based Relation Prediction for Ontology Population,"Muhao Chen, Yingtao Tian, Xuelu Chen, Zijun Xue, Carlo Zaniolo",http://arxiv.org/abs/1809.02382v1,,,2018-09-07T10:00:53,2026-09-10T19:42:34.165114
1.0,RESEARCH_PAPER,Deep Feature Learning of Multi-Network Topology for Node Classification,"Hansheng Xue, Jiajie Peng, Xuequn Shang",http://arxiv.org/abs/1809.02394v1,,,2018-09-07T10:36:22,2026-09-10T19:42:34.165188
1.0,RESEARCH_PAPER,Dual Ask-Answer Network for Machine Reading Comprehension,"Han Xiao, Feng Wang, Jianfeng Yan, Jingyao Zheng",http://arxiv.org/abs/1809.01997v2,,,2018-09-06T13:57:03,2026-09-10T19:42:34.165251
1.0,RESEARCH_PAPER,A Deeper Insight into the UnDEMoN: Unsupervised Deep Network for Depth and Ego-Motion Estimation,"Madhu Babu, Anima Majumder, Kaushik Das, Swagat Kumar",http://arxiv.org/abs/1809.00969v3,,,2018-08-27T11:40:58,2026-09-10T19:42:34.165308
1.0,RESEARCH_PAPER,Adversarial Over-Sensitivity and Over-Stability Strategies for Dialogue Models,"Tong Niu, Mohit Bansal",http://arxiv.org/abs/1809.02079v1,,,2018-09-06T16:27:32,2026-09-10T19:42:34.165362
1.0,RESEARCH_PAPER,GANs beyond divergence minimization,Alexia Jolicoeur-Martineau,http://arxiv.org/abs/1809.02145v1,,,2018-09-06T18:00:26,2026-09-10T19:42:34.165415
1.0,RESEARCH_PAPER,On The Differential Privacy of Thompson Sampling With Gaussian Prior,"Aristide C. Y. Tossou, Christos Dimitrakakis",http://arxiv.org/abs/1806.09192v1,,,2018-06-24T18:37:09,2026-09-10T19:42:34.165467
1.0,RESEARCH_PAPER,Diversified Late Acceptance Search,"Majid Namazi, Conrad Sanderson, M. A. Hakim Newton, M. M. A. Polash, Abdul Sattar",http://arxiv.org/abs/1806.09328v3,,,2018-06-25T08:47:08,2026-09-10T19:42:34.165519
1.0,RESEARCH_PAPER,A Transferable Pedestrian Motion Prediction Model for Intersections with Different Geometries,"Nikita Jaipuria, Golnaz Habibi, Jonathan P. How",http://arxiv.org/abs/1806.09444v1,,,2018-06-25T13:19:45,2026-09-10T19:42:34.165569
1.0,RESEARCH_PAPER,Finding Optimal Solutions to Token Swapping by Conflict-based Search and Reduction to SAT,Pavel Surynek,http://arxiv.org/abs/1806.09487v1,,,2018-06-25T14:28:09,2026-09-10T19:42:34.165618
1.0,RESEARCH_PAPER,Predictive Maintenance for Industrial IoT of Vehicle Fleets using Hierarchical Modified Fuzzy Support Vector Machine,Arindam Chaudhuri,http://arxiv.org/abs/1806.09612v1,,,2018-06-24T18:09:52,2026-09-10T19:42:34.165668
1.0,RESEARCH_PAPER,The Foundations of Deep Learning with a Path Towards General Intelligence,Eray Özkural,http://arxiv.org/abs/1806.08874v1,,,2018-06-22T22:52:12,2026-09-10T19:42:34.165717
1.0,RESEARCH_PAPER,DALEX: explainers for complex predictive models,Przemyslaw Biecek,http://arxiv.org/abs/1806.08915v2,,,2018-06-23T06:28:38,2026-09-10T19:42:34.165767
1.0,RESEARCH_PAPER,An Inductive Formalization of Self Reproduction in Dynamical Hierarchies,Janardan Misra,http://arxiv.org/abs/1806.08925v1,,,2018-06-23T07:47:57,2026-09-10T19:42:34.165815
1.0,RESEARCH_PAPER,Research on Artificial Intelligence Ethics Based on the Evolution of Population Knowledge Base,"Feng Liu, Yong Shi",http://arxiv.org/abs/1806.10095v3,,,2018-06-09T17:01:27,2026-09-10T19:42:34.165864
1.0,RESEARCH_PAPER,The Art of Drafting: A Team-Oriented Hero Recommendation System for Multiplayer Online Battle Arena Games,"Zhengxing Chen, Truong-Huy D Nguyen, Yuyu Xu, Chris Amato, Seth Cooper, Yizhou Sun, Magy Seif El-Nasr",http://arxiv.org/abs/1806.10130v1,,,2018-06-26T17:59:09,2026-09-10T19:42:34.165928
1.0,RESEARCH_PAPER,Quadratic Decomposable Submodular Function Minimization,"Pan Li, Niao He, Olgica Milenkovic",http://arxiv.org/abs/1806.09842v3,,,2018-06-26T08:47:05,2026-09-10T19:42:34.165979
1.0,RESEARCH_PAPER,Probabilistic Inference Using Generators - The Statues Algorithm,Pierre Denis,http://arxiv.org/abs/1806.09997v2,,,2018-06-24T23:00:29,2026-09-10T19:42:34.166029
1.0,RESEARCH_PAPER,Towards Explainable and Controllable Open Domain Dialogue Generation with Dialogue Acts,"Can Xu, Wei Wu, Yu Wu",http://arxiv.org/abs/1807.07255v2,,,2018-07-19T06:41:05,2026-09-10T19:42:34.166078
1.0,RESEARCH_PAPER,ClariNet: Parallel Wave Generation in End-to-End Text-to-Speech,"Wei Ping, Kainan Peng, Jitong Chen",http://arxiv.org/abs/1807.07281v3,,,2018-07-19T08:15:41,2026-09-10T19:42:34.166127
1.0,RESEARCH_PAPER,Modeling Taxi Drivers' Behaviour for the Next Destination Prediction,"Alberto Rossi, Gianni Barlacchi, Monica Bianchini, Bruno Lepri",http://arxiv.org/abs/1807.08173v2,,,2018-07-21T16:31:03,2026-09-10T19:42:34.166175
1.0,RESEARCH_PAPER,Creativity and Artificial Intelligence: A Digital Art Perspective,"Bo Xing, Tshilidzi Marwala",http://arxiv.org/abs/1807.08195v1,,,2018-07-21T19:37:25,2026-09-10T19:42:34.166223
1.0,RESEARCH_PAPER,Learning Deep Hidden Nonlinear Dynamics from Aggregate Data,"Yisen Wang, Bo Dai, Lingkai Kong, Sarah Monazam Erfani, James Bailey, Hongyuan Zha",http://arxiv.org/abs/1807.08237v2,,,2018-07-22T05:59:41,2026-09-10T19:42:34.166271
1.0,RESEARCH_PAPER,Robot Learning in Homes: Improving Generalization and Reducing Dataset Bias,"Abhinav Gupta, Adithyavairavan Murali, Dhiraj Gandhi, Lerrel Pinto",http://arxiv.org/abs/1807.07049v1,,,2018-07-18T17:25:28,2026-09-10T19:42:34.166320
1.0,RESEARCH_PAPER,Question-Aware Sentence Gating Networks for Question and Answering,"Minjeong Kim, David Keetae Park, Hyungjong Noh, Yeonsoo Lee, Jaegul Choo",http://arxiv.org/abs/1807.07964v1,,,2018-07-20T07:35:43,2026-09-10T19:42:34.166370
